Date [Sys,Time [Sys,Applicatio,User,Client ID,Keep,Runtime I,Exception,Canceled,Index of W,Transacti
2026-04-05,19:34:45,prdapp01_PRD_00,MM_USER,200,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,15,SE38
2026-04-05,19:34:58,prdapp02_PRD_00,BATCHUSR,200,No,PXA_NO_SHARED_MEMORY,None,SAPMSSY0,20,SE38
2026-04-05,19:35:16,prdapp03_PRD_00,ALEREMOTE,100,No,GEN_ERROR,None,SAPMSTYW,15,SE38
2026-04-05,19:37:22,prdapp03_PRD_00,DDIC,100,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,3,SE38
2026-04-05,19:39:38,prdapp03_PRD_00,RFC_USER,300,No,PXA_NO_SHARED_MEMORY,None,SAPMSSY0,17,SE38
2026-04-05,19:39:56,prdapp02_PRD_00,FI_USER,200,No,SYSTEM_BUFFER_FAILURE,None,SAPMSSY0,10,SE38
2026-04-05,19:40:23,prdapp03_PRD_00,DDIC,300,No,SYSTEM_BUFFER_FAILURE,None,SAPMSSY0,11,SE38
2026-04-05,19:41:56,prdapp01_PRD_00,BATCHUSR,300,No,SYSTEM_BUFFER_FAILURE,None,SAPMSSY0,17,SE38
2026-04-05,19:42:49,prdapp01_PRD_00,ADMIN,100,No,SYSTEM_BUFFER_FAILURE,None,SAPMSSY0,4,SE38
2026-04-05,19:44:23,prdapp02_PRD_00,ALEREMOTE,300,No,SYSTEM_BUFFER_FAILURE,None,SAPMSSY0,8,SE38
2026-04-05,19:44:31,prdapp01_PRD_00,ADMIN,300,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,14,SE38
2026-04-05,19:45:24,prdapp01_PRD_00,ADMIN,200,No,SYSTEM_BUFFER_FAILURE,None,SAPMSSY0,10,SE38
2026-04-05,19:47:52,prdapp01_PRD_00,ADMIN,100,No,PXA_NO_SHARED_MEMORY,None,SAPMSSY0,20,SE38
2026-04-05,19:48:24,prdapp03_PRD_00,ADMIN,100,No,PXA_NO_SHARED_MEMORY,None,SAPMSSY0,8,SE38
2026-04-05,19:48:47,prdapp02_PRD_00,ALEREMOTE,100,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,3,SE38
2026-04-05,19:50:40,prdapp02_PRD_00,BATCHUSR,300,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,12,SE38
2026-04-05,19:54:35,prdapp03_PRD_00,SAPSYS,200,No,SYSTEM_BUFFER_FAILURE,None,SAPMSSY0,16,SE38
2026-04-05,19:55:07,prdapp01_PRD_00,DDIC,200,No,PXA_NO_SHARED_MEMORY,None,SAPMSSY0,10,SE38
2026-04-05,19:55:26,prdapp02_PRD_00,BATCHUSR,100,No,GEN_ERROR,None,SAPMSTYW,1,SE38
2026-04-05,19:56:42,prdapp03_PRD_00,DDIC,300,No,SYSTEM_BUFFER_FAILURE,None,SAPMSSY0,17,SE38
2026-04-05,19:57:06,prdapp01_PRD_00,RFC_USER,200,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,17,SE38
2026-04-05,19:57:39,prdapp01_PRD_00,RFC_USER,300,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,15,SE38
2026-04-05,19:59:09,prdapp03_PRD_00,ADMIN,300,No,SYSTEM_BUFFER_FAILURE,None,SAPMSSY0,11,SE38
2026-04-05,21:52:59,prdapp03_PRD_00,BATCHUSR,100,No,DBSQL_DUPLICATE_KEY_ERROR,CX_SY_DBSQL_DUPLICATE_KEY,SAPLDBDI,9,SM30
2026-04-06,05:00:15,prdapp01_PRD_00,SAPSYS,100,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,13,SE38
2026-04-06,05:01:43,prdapp01_PRD_00,BATCHUSR,300,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,14,SM37
2026-04-06,05:01:47,prdapp02_PRD_00,BATCHUSR,100,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,15,SM50
2026-04-06,05:01:50,prdapp01_PRD_00,RFC_USER,100,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,19,SM37
2026-04-06,05:02:00,prdapp03_PRD_00,ALEREMOTE,300,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,19,SE38
2026-04-06,05:02:19,prdapp03_PRD_00,ALEREMOTE,100,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,13,SE38
2026-04-06,05:02:22,prdapp03_PRD_00,BATCHUSR,300,Yes,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,1,SM37
2026-04-06,05:02:38,prdapp01_PRD_00,BATCHUSR,100,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,10,SM37
2026-04-06,05:02:43,prdapp02_PRD_00,SAPSYS,300,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,18,SM37
2026-04-06,05:03:36,prdapp02_PRD_00,MM_USER,200,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,8,SM37
2026-04-06,05:04:07,prdapp01_PRD_00,FI_USER,100,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,0,SE38
2026-04-06,05:04:32,prdapp01_PRD_00,ALEREMOTE,100,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,2,SM50
2026-04-06,05:04:39,prdapp03_PRD_00,ALEREMOTE,100,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,14,SE38
2026-04-06,05:04:53,prdapp01_PRD_00,FI_USER,100,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,1,SM37
2026-04-06,05:06:04,prdapp03_PRD_00,RFC_USER,100,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,8,SM50
2026-04-06,05:06:08,prdapp01_PRD_00,SAPSYS,100,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,14,SM37
2026-04-06,05:08:37,prdapp03_PRD_00,MM_USER,300,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,8,SE38
2026-04-06,05:08:40,prdapp02_PRD_00,ALEREMOTE,100,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,0,SE38
2026-04-06,05:09:15,prdapp03_PRD_00,SAPSYS,200,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,14,SE38
2026-04-06,05:11:29,prdapp03_PRD_00,ALEREMOTE,100,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,10,SM37
2026-04-06,05:11:40,prdapp01_PRD_00,RFC_USER,300,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,9,SE38
2026-04-06,05:12:00,prdapp01_PRD_00,SAPSYS,100,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,3,SM50
2026-04-06,05:13:09,prdapp02_PRD_00,DDIC,100,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,11,SE38
2026-04-06,05:14:00,prdapp03_PRD_00,DDIC,100,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,16,SE38
2026-04-06,05:14:43,prdapp01_PRD_00,FI_USER,300,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,2,SE38
2026-04-06,05:15:08,prdapp01_PRD_00,SAPSYS,300,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,3,SM37
2026-04-06,05:15:28,prdapp01_PRD_00,ALEREMOTE,300,Yes,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,1,SM37
2026-04-06,05:15:56,prdapp02_PRD_00,ADMIN,100,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,10,SM50
2026-04-06,05:16:01,prdapp02_PRD_00,ALEREMOTE,300,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,8,SE38
2026-04-06,05:16:04,prdapp02_PRD_00,BATCHUSR,300,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,2,SM37
2026-04-06,05:16:30,prdapp01_PRD_00,SAPSYS,300,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,19,SE38
2026-04-06,05:17:11,prdapp02_PRD_00,RFC_USER,300,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,0,SE38
2026-04-06,05:17:11,prdapp02_PRD_00,FI_USER,200,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,1,SE38
2026-04-06,05:17:23,prdapp02_PRD_00,BATCHUSR,200,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,18,SE38
2026-04-06,05:17:38,prdapp02_PRD_00,ALEREMOTE,100,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,10,SM37
2026-04-06,05:17:39,prdapp02_PRD_00,DDIC,200,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,1,SE38
2026-04-06,05:17:40,prdapp02_PRD_00,ALEREMOTE,100,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,16,SM50
2026-04-06,05:17:44,prdapp01_PRD_00,ALEREMOTE,100,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,4,SM37
2026-04-06,05:17:45,prdapp01_PRD_00,BATCHUSR,200,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,7,SM37
2026-04-06,05:18:03,prdapp01_PRD_00,SAPSYS,300,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,12,SE38
2026-04-06,05:18:09,prdapp02_PRD_00,SAPSYS,200,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,13,SE38
2026-04-06,05:18:28,prdapp01_PRD_00,BATCHUSR,300,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,2,SM37
2026-04-06,05:19:45,prdapp01_PRD_00,SAPSYS,300,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,5,SM50
2026-04-06,05:20:19,prdapp01_PRD_00,MM_USER,200,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,7,SM50
2026-04-06,05:21:17,prdapp02_PRD_00,SAPSYS,200,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,2,SE38
2026-04-06,05:21:29,prdapp03_PRD_00,ADMIN,100,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,20,SM37
2026-04-06,05:22:22,prdapp02_PRD_00,ALEREMOTE,300,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,0,SE38
2026-04-06,05:22:39,prdapp03_PRD_00,ALEREMOTE,300,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,13,SE38
2026-04-06,05:23:04,prdapp03_PRD_00,DDIC,300,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,14,SE38
2026-04-06,05:23:36,prdapp03_PRD_00,BATCHUSR,300,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,1,SM37
2026-04-06,05:24:02,prdapp01_PRD_00,RFC_USER,100,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,1,SE38
2026-04-06,05:24:26,prdapp03_PRD_00,ALEREMOTE,100,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,12,SM37
2026-04-06,05:24:50,prdapp03_PRD_00,SAPSYS,300,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,6,SM37
2026-04-06,05:24:55,prdapp02_PRD_00,SAPSYS,300,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,12,SM37
2026-04-06,05:25:57,prdapp02_PRD_00,BATCHUSR,200,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,10,SE38
2026-04-06,05:26:16,prdapp01_PRD_00,BATCHUSR,300,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,19,SM37
2026-04-06,05:26:25,prdapp03_PRD_00,DDIC,300,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,7,SM37
2026-04-06,05:26:50,prdapp02_PRD_00,ALEREMOTE,200,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,7,SM50
2026-04-06,05:27:27,prdapp01_PRD_00,FI_USER,100,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,2,SM37
2026-04-06,05:27:51,prdapp02_PRD_00,MM_USER,300,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,5,SM50
2026-04-06,05:28:31,prdapp01_PRD_00,ALEREMOTE,300,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,6,SE38
2026-04-06,05:28:35,prdapp02_PRD_00,BATCHUSR,200,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,17,SE38
2026-04-06,05:28:51,prdapp01_PRD_00,BATCHUSR,200,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,17,SE38
2026-04-06,05:29:37,prdapp02_PRD_00,ADMIN,200,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,7,SM37
2026-04-06,05:31:45,prdapp01_PRD_00,ALEREMOTE,300,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,18,SM50
2026-04-06,05:31:58,prdapp01_PRD_00,MM_USER,200,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,11,SM37
2026-04-06,05:35:22,prdapp03_PRD_00,ALEREMOTE,300,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,7,SM50
2026-04-06,05:36:30,prdapp01_PRD_00,ALEREMOTE,100,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,11,SM50
2026-04-06,05:36:37,prdapp01_PRD_00,ALEREMOTE,200,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,16,SE38
2026-04-06,05:37:39,prdapp01_PRD_00,RFC_USER,100,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,0,SE38
2026-04-06,05:37:45,prdapp02_PRD_00,MM_USER,100,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,3,SM37
2026-04-06,05:38:09,prdapp02_PRD_00,ALEREMOTE,100,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,6,SE38
2026-04-06,05:38:59,prdapp01_PRD_00,MM_USER,100,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,8,SM50
2026-04-06,05:39:11,prdapp01_PRD_00,DDIC,200,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,16,SE38
2026-04-06,05:40:02,prdapp01_PRD_00,FI_USER,200,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,20,SE38
2026-04-06,05:40:30,prdapp02_PRD_00,RFC_USER,300,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,18,SM50
2026-04-06,05:40:38,prdapp03_PRD_00,BATCHUSR,300,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,18,SM37
2026-04-06,05:40:43,prdapp02_PRD_00,MM_USER,200,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,12,SM50
2026-04-06,05:43:15,prdapp03_PRD_00,BATCHUSR,200,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,20,SE38
2026-04-06,05:44:40,prdapp03_PRD_00,DDIC,100,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,7,SE38
2026-04-06,05:45:13,prdapp01_PRD_00,SAPSYS,200,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,11,SM37
2026-04-06,05:45:18,prdapp01_PRD_00,MM_USER,100,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,5,SE38
2026-04-06,05:45:24,prdapp02_PRD_00,BATCHUSR,300,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,0,SE38
2026-04-06,05:46:07,prdapp01_PRD_00,BATCHUSR,100,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,5,SM37
2026-04-06,05:47:24,prdapp01_PRD_00,FI_USER,200,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,7,SM37
2026-04-06,05:47:28,prdapp02_PRD_00,SAPSYS,300,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,14,SM37
2026-04-06,05:48:07,prdapp02_PRD_00,ALEREMOTE,300,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,17,SE38
2026-04-06,05:48:28,prdapp02_PRD_00,ADMIN,300,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,4,SM50
2026-04-06,05:48:39,prdapp03_PRD_00,DDIC,200,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,17,SE38
2026-04-06,05:49:49,prdapp03_PRD_00,DDIC,300,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,12,SM37
2026-04-06,05:50:12,prdapp02_PRD_00,ALEREMOTE,300,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,10,SM50
2026-04-06,05:50:24,prdapp02_PRD_00,FI_USER,100,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,9,SM37
2026-04-06,05:51:19,prdapp01_PRD_00,ADMIN,100,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,13,SE38
2026-04-06,05:51:36,prdapp01_PRD_00,ADMIN,100,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,13,SE38
2026-04-06,05:51:42,prdapp03_PRD_00,DDIC,100,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,6,SE38
2026-04-06,05:52:27,prdapp01_PRD_00,BATCHUSR,100,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,0,SM50
2026-04-06,05:52:30,prdapp03_PRD_00,DDIC,200,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,20,SE38
2026-04-06,05:52:35,prdapp01_PRD_00,BATCHUSR,300,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,9,SE38
2026-04-06,05:52:47,prdapp02_PRD_00,ADMIN,200,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,13,SM37
2026-04-06,05:54:01,prdapp03_PRD_00,ALEREMOTE,200,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,0,SM50
2026-04-06,05:54:49,prdapp03_PRD_00,SAPSYS,200,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,2,SE38
2026-04-06,05:54:49,prdapp03_PRD_00,ADMIN,300,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,7,SM37
2026-04-06,05:55:44,prdapp01_PRD_00,SAPSYS,200,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,11,SE38
2026-04-06,05:56:07,prdapp02_PRD_00,ALEREMOTE,300,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,2,SE38
2026-04-06,05:56:13,prdapp03_PRD_00,DDIC,200,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,4,SM50
2026-04-06,05:56:13,prdapp01_PRD_00,DDIC,300,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,14,SE38
2026-04-06,05:57:03,prdapp02_PRD_00,MM_USER,300,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,5,SE38
2026-04-06,05:57:34,prdapp03_PRD_00,FI_USER,200,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,1,SE38
2026-04-06,05:58:01,prdapp01_PRD_00,SAPSYS,300,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,2,SE38
2026-04-06,05:58:15,prdapp03_PRD_00,ALEREMOTE,200,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,1,SE38
2026-04-06,05:58:42,prdapp03_PRD_00,MM_USER,200,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,5,SM50
2026-04-06,05:58:42,prdapp02_PRD_00,MM_USER,200,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,17,SM50
2026-04-06,05:59:20,prdapp01_PRD_00,FI_USER,300,Yes,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,2,SE38
2026-04-06,05:59:57,prdapp01_PRD_00,RFC_USER,200,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,12,SE38
2026-04-06,10:26:52,prdapp03_PRD_00,ALEREMOTE,100,No,DBSQL_DUPLICATE_KEY_ERROR,CX_SY_DBSQL_DUPLICATE_KEY,SAPLDBDI,19,SM30
2026-04-06,15:34:30,prdapp03_PRD_00,ALEREMOTE,100,No,MEMORY_NO_MORE_PAGING,None,SAPMSSY0,11,SE38
2026-04-06,16:48:11,prdapp02_PRD_00,ADMIN,300,No,RFC_NO_AUTHORITY,CX_SY_NO_AUTHORITY,SAPMSSY1,7,RFC
2026-04-06,17:01:38,prdapp01_PRD_00,SAPSYS,300,No,CALL_FUNCTION_RECEIVE_ERROR,CX_SY_RFC_ERROR,SAPMSSY1,6,RFC
2026-04-06,17:43:37,prdapp01_PRD_00,FI_USER,200,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,20,SM37
2026-04-06,21:25:06,prdapp01_PRD_00,ADMIN,100,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,10,SE38
2026-04-06,23:40:42,prdapp01_PRD_00,MM_USER,100,No,SYSTEM_BUFFER_FAILURE,None,SAPMSSY0,5,SE38
2026-04-06,23:57:26,prdapp02_PRD_00,RFC_USER,200,No,SYSTEM_NO_ROLL,None,SAPMSSY0,20,SE38
2026-04-07,01:03:53,prdapp01_PRD_00,BATCHUSR,100,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,10,SE38
2026-04-07,01:20:44,prdapp02_PRD_00,ALEREMOTE,100,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,0,SM50
2026-04-07,02:12:59,prdapp03_PRD_00,FI_USER,100,No,CX_SY_OPEN_SQL_DB,CX_SY_OPEN_SQL_DB,SAPLDBDI,15,SE38
2026-04-07,02:41:22,prdapp03_PRD_00,FI_USER,100,No,RFC_NO_AUTHORITY,CX_SY_NO_AUTHORITY,SAPMSSY1,13,RFC
2026-04-07,02:48:04,prdapp01_PRD_00,DDIC,200,No,CALL_FUNCTION_REMOTE_ERROR,CX_SY_RFC_ERROR,SAPMSSY1,7,RFC
2026-04-07,06:18:54,prdapp02_PRD_00,SAPSYS,200,No,MEMORY_NO_MORE_PAGING,None,SAPMSSY0,14,SE38
2026-04-07,11:56:48,prdapp01_PRD_00,BATCHUSR,200,No,DBSQL_TABLE_UNKNOWN,CX_SY_DBSQL_TABLE_UNKNOWN,SAPLDBDI,16,SE38
2026-04-07,12:49:17,prdapp02_PRD_00,ADMIN,300,No,CALL_FUNCTION_REMOTE_ERROR,CX_SY_RFC_ERROR,SAPMSSY1,20,RFC
2026-04-07,14:08:32,prdapp01_PRD_00,MM_USER,300,No,SYSTEM_NO_MEM_IN_SHM,None,SAPMSSY0,19,SE38
2026-04-07,16:45:12,prdapp02_PRD_00,BATCHUSR,100,No,STORAGE_PARAMETERS_WRONG_SET,None,SAPMSSY0,2,SE38
2026-04-08,02:07:42,prdapp03_PRD_00,MM_USER,200,No,SYSTEM_NO_MORE_PAGING,None,SAPMSSY0,18,SE38
2026-04-08,04:10:00,prdapp03_PRD_00,RFC_USER,200,No,CALL_FUNCTION_SEND_ERROR,CX_SY_RFC_ERROR,SAPMSSY1,5,RFC
2026-04-08,05:18:53,prdapp02_PRD_00,DDIC,200,No,GEN_ERROR,None,SAPMSTYW,14,SE38
2026-04-08,05:29:49,prdapp02_PRD_00,SAPSYS,200,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,5,SM50
2026-04-08,06:22:55,prdapp03_PRD_00,BATCHUSR,100,No,RFC_NO_AUTHORITY,CX_SY_NO_AUTHORITY,SAPMSSY1,12,RFC
2026-04-08,08:00:37,prdapp01_PRD_00,ALEREMOTE,100,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,8,SE38
2026-04-08,08:02:46,prdapp03_PRD_00,FI_USER,100,No,DBSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,5,SE38
2026-04-08,08:04:17,prdapp02_PRD_00,RFC_USER,100,No,DBIF_RSQL_SQL_ERROR,CX_SY_OPEN_SQL_DB,SAPLDBDI,15,SM37
2026-04-08,08:05:08,prdapp03_PRD_00,ALEREMOTE,300,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,11,SM50
2026-04-08,08:05:53,prdapp03_PRD_00,DDIC,200,No,SYSTEM_NO_MORE_PAGING,None,SAPMSSY0,9,SE38
2026-04-08,08:06:56,prdapp01_PRD_00,ADMIN,100,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,6,SM50
2026-04-08,08:07:30,prdapp01_PRD_00,DDIC,300,No,DBSQL_NO_MORE_CONNECTION,CX_SY_OPEN_SQL_DB,SAPLDBDI,16,SM50
2026-04-08,08:07:43,prdapp01_PRD_00,DDIC,300,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,18,SE38
2026-04-08,08:08:28,prdapp01_PRD_00,RFC_USER,300,No,TIME_OUT,CX_SY_TIME_OUT,RSPFPAR,7,SE38
