Item,Date,Hour,Server,Category,Percentage_Used[%],Freespace[MB]
/db2/data,2026-04-05,2,prdapp03,Database Data,32.65,706215.94
/usr/sap/trans,2026-04-05,2,prdapp03,Application Server,44.81,289354.55
/db2/log,2026-04-05,3,prdapp03,Database Log,36.55,166330.37
/db2/log,2026-04-05,3,prdapp01,Database Log,46.3,140771.33
/db2/data,2026-04-05,3,prdapp02,Database Data,70.99,304191.9
/db2/log,2026-04-05,3,prdapp01,Database Log,58.46,108894.62
/db2/data,2026-04-05,3,prdapp01,Database Data,31.2,721420.29
/usr/sap/trans,2026-04-05,3,prdapp03,Application Server,47.41,275723.06
/usr/sap/trans,2026-04-05,3,prdapp03,Application Server,47.95,272891.9
/db2/data,2026-04-05,4,prdapp01,Database Data,42.21,605972.07
/db2/log,2026-04-05,4,prdapp02,Database Log,45.36,143235.48
/db2/log,2026-04-05,4,prdapp03,Database Log,70.6,77070.34
/sapmnt,2026-04-05,4,prdapp02,Application Server,30.97,180958.0
/db2/log,2026-04-05,4,prdapp02,Database Log,41.27,153957.17
/usr/sap/trans,2026-04-05,4,prdapp03,Application Server,50.12,261514.85
/db2/log,2026-04-05,4,prdapp01,Database Log,36.18,167300.3
/db2/log,2026-04-05,5,prdapp01,Database Log,44.0,146800.64
/db2/log,2026-04-05,5,prdapp01,Database Log,41.01,154638.75
/db2/data,2026-04-05,5,prdapp03,Database Data,36.46,666265.19
/db2/log,2026-04-05,5,prdapp01,Database Log,63.54,95577.7
/sapmnt,2026-04-05,5,prdapp02,Application Server,70.02,78590.77
/usr/sap/trans,2026-04-05,5,prdapp03,Application Server,40.94,309644.49
/db2/data,2026-04-05,5,prdapp01,Database Data,39.63,633025.33
/usr/sap/trans,2026-04-05,6,prdapp01,Application Server,70.89,152620.24
/db2/log,2026-04-05,6,prdapp02,Database Log,70.86,76388.76
/db2/data,2026-04-05,6,prdapp01,Database Data,72.09,292657.56
/db2/log,2026-04-05,6,prdapp02,Database Log,69.53,79875.28
/sapmnt,2026-04-05,6,prdapp01,Application Server,64.48,93113.55
/db2/log,2026-04-05,6,prdapp01,Database Log,55.12,117650.23
/usr/sap/trans,2026-04-05,7,prdapp01,Application Server,37.48,327784.86
/db2/data,2026-04-05,7,prdapp03,Database Data,48.37,541379.79
/sapmnt,2026-04-05,7,prdapp03,Application Server,37.01,165124.51
/db2/log,2026-04-05,7,prdapp02,Database Log,34.97,170472.24
/sapmnt,2026-04-05,7,prdapp01,Application Server,32.86,176003.48
/usr/sap/trans,2026-04-05,7,prdapp02,Application Server,61.01,204419.89
/db2/data,2026-04-05,7,prdapp01,Database Data,43.25,595066.88
/db2/data,2026-04-05,8,prdapp01,Database Data,44.41,582903.4
/db2/data,2026-04-05,8,prdapp01,Database Data,56.58,455291.7
/db2/data,2026-04-05,8,prdapp02,Database Data,52.5,498073.6
/sapmnt,2026-04-05,8,prdapp02,Application Server,30.02,183448.37
/sapmnt,2026-04-05,8,prdapp03,Application Server,64.28,93637.84
/usr/sap/trans,2026-04-05,8,prdapp02,Application Server,67.26,171651.89
/db2/data,2026-04-05,8,prdapp03,Database Data,30.02,733793.48
/db2/log,2026-04-05,9,prdapp02,Database Log,31.23,180276.43
/sapmnt,2026-04-05,9,prdapp01,Application Server,34.52,171651.89
/db2/log,2026-04-05,9,prdapp03,Database Log,71.88,73714.89
/sapmnt,2026-04-05,9,prdapp02,Application Server,30.96,180984.22
/usr/sap/trans,2026-04-05,9,prdapp03,Application Server,74.26,134951.73
/sapmnt,2026-04-05,9,prdapp03,Application Server,64.6,92798.98
/db2/data,2026-04-05,9,prdapp03,Database Data,52.82,494718.16
/db2/log,2026-04-05,10,prdapp02,Database Log,32.77,176239.41
/db2/data,2026-04-05,10,prdapp01,Database Data,41.78,610480.95
/db2/data,2026-04-05,10,prdapp03,Database Data,54.09,481401.24
/usr/sap/trans,2026-04-05,10,prdapp02,Application Server,37.12,329672.29
/usr/sap/trans,2026-04-05,10,prdapp02,Application Server,68.35,165937.15
/sapmnt,2026-04-05,10,prdapp01,Application Server,30.22,182924.08
/sapmnt,2026-04-05,10,prdapp01,Application Server,70.87,76362.55
/sapmnt,2026-04-05,11,prdapp03,Application Server,63.48,95734.99
/db2/data,2026-04-05,11,prdapp03,Database Data,59.07,429182.16
/db2/log,2026-04-05,11,prdapp01,Database Log,62.66,97884.57
/db2/data,2026-04-05,11,prdapp01,Database Data,57.83,442184.5
/db2/data,2026-04-05,11,prdapp02,Database Data,71.12,302828.75
/db2/log,2026-04-05,11,prdapp01,Database Log,41.49,153380.45
/db2/log,2026-04-05,11,prdapp02,Database Log,52.28,125095.12
/sapmnt,2026-04-05,12,prdapp01,Application Server,68.25,83230.72
/db2/log,2026-04-05,12,prdapp01,Database Log,71.44,74868.33
/db2/data,2026-04-05,12,prdapp03,Database Data,53.15,491257.86
/sapmnt,2026-04-05,12,prdapp01,Application Server,48.45,135135.23
/db2/data,2026-04-05,12,prdapp03,Database Data,68.12,334286.03
/db2/data,2026-04-05,12,prdapp03,Database Data,73.35,279445.5
/db2/log,2026-04-05,12,prdapp02,Database Log,33.91,173250.97
/sapmnt,2026-04-05,13,prdapp01,Application Server,66.03,89050.32
/sapmnt,2026-04-05,13,prdapp02,Application Server,53.66,121477.53
/db2/data,2026-04-05,13,prdapp03,Database Data,38.89,640784.79
/sapmnt,2026-04-05,13,prdapp03,Application Server,63.67,95236.92
/db2/log,2026-04-05,13,prdapp02,Database Log,41.34,153773.67
/sapmnt,2026-04-05,13,prdapp02,Application Server,60.97,102314.8
/usr/sap/trans,2026-04-05,13,prdapp03,Application Server,70.64,153930.96
/usr/sap/trans,2026-04-05,14,prdapp01,Application Server,70.29,155765.96
/usr/sap/trans,2026-04-05,14,prdapp02,Application Server,74.11,135738.16
/db2/log,2026-04-05,14,prdapp03,Database Log,60.26,104176.03
/db2/log,2026-04-05,14,prdapp02,Database Log,60.24,104228.45
/db2/log,2026-04-05,14,prdapp01,Database Log,44.33,145935.56
/sapmnt,2026-04-05,14,prdapp02,Application Server,38.0,162529.28
/usr/sap/trans,2026-04-05,14,prdapp03,Application Server,51.33,255170.97
/db2/log,2026-04-05,15,prdapp03,Database Log,32.04,178153.06
/db2/data,2026-04-05,15,prdapp02,Database Data,32.07,712297.68
/db2/log,2026-04-05,15,prdapp02,Database Log,67.21,85957.02
/db2/data,2026-04-05,15,prdapp01,Database Data,65.99,356620.7
/db2/log,2026-04-05,15,prdapp01,Database Log,44.68,145018.06
/usr/sap/trans,2026-04-05,15,prdapp02,Application Server,51.03,256743.83
/db2/log,2026-04-05,15,prdapp02,Database Log,40.64,155608.68
/sapmnt,2026-04-05,16,prdapp02,Application Server,59.39,106456.68
/db2/log,2026-04-05,16,prdapp02,Database Log,53.66,121477.53
/db2/data,2026-04-05,16,prdapp03,Database Data,36.93,661336.88
/db2/log,2026-04-05,16,prdapp03,Database Log,67.15,86114.3
/db2/data,2026-04-05,16,prdapp02,Database Data,63.73,380318.52
/db2/log,2026-04-05,16,prdapp02,Database Log,49.02,133641.01
/db2/data,2026-04-05,17,prdapp03,Database Data,44.29,584161.69
/sapmnt,2026-04-05,17,prdapp03,Application Server,72.23,72797.39
/db2/data,2026-04-05,17,prdapp03,Database Data,48.05,544735.23
/sapmnt,2026-04-05,17,prdapp03,Application Server,41.11,154376.6
/db2/data,2026-04-05,17,prdapp01,Database Data,41.15,617086.98
/sapmnt,2026-04-05,17,prdapp01,Application Server,32.8,176160.77
/db2/log,2026-04-05,17,prdapp02,Database Log,41.52,153301.81
/db2/log,2026-04-05,18,prdapp03,Database Log,45.51,142842.27
/usr/sap/trans,2026-04-05,18,prdapp03,Application Server,36.58,332503.45
/db2/data,2026-04-05,18,prdapp01,Database Data,54.57,476368.08
/sapmnt,2026-04-05,18,prdapp02,Application Server,53.16,122788.25
/usr/sap/trans,2026-04-05,18,prdapp01,Application Server,40.86,310063.92
/db2/data,2026-04-05,18,prdapp01,Database Data,65.0,367001.6
/sapmnt,2026-04-05,18,prdapp01,Application Server,71.57,74527.54
/usr/sap/trans,2026-04-05,19,prdapp03,Application Server,43.53,296065.43
/sapmnt,2026-04-05,19,prdapp01,Application Server,68.43,82758.86
/db2/data,2026-04-05,19,prdapp01,Database Data,36.02,670878.92
/sapmnt,2026-04-05,19,prdapp02,Application Server,69.14,80897.64
/usr/sap/trans,2026-04-05,19,prdapp02,Application Server,34.95,341049.34
/usr/sap/trans,2026-04-05,19,prdapp03,Application Server,62.24,197971.15
/usr/sap/trans,2026-04-05,19,prdapp02,Application Server,45.24,287100.11
/usr/sap/trans,2026-04-05,20,prdapp03,Application Server,72.6,143654.91
/usr/sap/trans,2026-04-05,20,prdapp03,Application Server,53.84,242011.34
/usr/sap/trans,2026-04-05,20,prdapp02,Application Server,49.12,266757.73
/usr/sap/trans,2026-04-05,20,prdapp03,Application Server,46.6,279969.79
/db2/log,2026-04-05,20,prdapp01,Database Log,54.08,120376.52
/db2/log,2026-04-05,20,prdapp01,Database Log,56.5,114032.64
/sapmnt,2026-04-05,20,prdapp01,Application Server,48.85,134086.66
/db2/data,2026-04-05,21,prdapp01,Database Data,65.69,359766.43
/usr/sap/trans,2026-04-05,21,prdapp01,Application Server,37.07,329934.44
/sapmnt,2026-04-05,21,prdapp01,Application Server,45.97,141636.4
/sapmnt,2026-04-05,21,prdapp02,Application Server,41.94,152200.81
/db2/log,2026-04-05,21,prdapp03,Database Log,38.12,162214.71
/usr/sap/trans,2026-04-05,21,prdapp03,Application Server,58.14,219466.96
/sapmnt,2026-04-05,21,prdapp02,Application Server,47.28,138202.32
/db2/data,2026-04-05,22,prdapp02,Database Data,49.91,525231.72
/usr/sap/trans,2026-04-05,22,prdapp03,Application Server,39.07,319448.68
/sapmnt,2026-04-05,22,prdapp01,Application Server,66.02,89076.53
/db2/log,2026-04-05,22,prdapp02,Database Log,50.67,129315.64
/db2/data,2026-04-05,22,prdapp03,Database Data,41.02,618450.12
/usr/sap/trans,2026-04-05,22,prdapp03,Application Server,40.53,311794.07
/usr/sap/trans,2026-04-05,22,prdapp01,Application Server,62.89,194563.28
/usr/sap/trans,2026-04-05,23,prdapp03,Application Server,45.65,284950.53
/db2/data,2026-04-05,23,prdapp02,Database Data,39.35,635961.34
/db2/log,2026-04-05,23,prdapp02,Database Log,45.7,142344.19
/usr/sap/trans,2026-04-05,23,prdapp02,Application Server,64.59,185650.38
/usr/sap/trans,2026-04-05,23,prdapp02,Application Server,39.74,315935.95
/usr/sap/trans,2026-04-05,23,prdapp01,Application Server,38.88,320444.83
/usr/sap/trans,2026-04-05,23,prdapp03,Application Server,68.01,167719.73
/db2/log,2026-04-06,0,prdapp01,Database Log,43.98,146853.07
/sapmnt,2026-04-06,0,prdapp02,Application Server,40.1,157024.26
/usr/sap/trans,2026-04-06,0,prdapp03,Application Server,55.83,231578.01
/usr/sap/trans,2026-04-06,0,prdapp03,Application Server,60.8,205520.9
/db2/log,2026-04-06,0,prdapp02,Database Log,62.18,99142.86
/usr/sap/trans,2026-04-06,0,prdapp02,Application Server,30.27,365586.02
/db2/log,2026-04-06,0,prdapp02,Database Log,43.69,147613.29
/sapmnt,2026-04-06,1,prdapp01,Application Server,66.53,87739.6
/sapmnt,2026-04-06,1,prdapp03,Application Server,49.4,132644.86
/sapmnt,2026-04-06,1,prdapp02,Application Server,42.73,150129.87
/sapmnt,2026-04-06,1,prdapp03,Application Server,54.5,119275.52
/db2/data,2026-04-06,1,prdapp03,Database Data,54.98,472068.92
/db2/log,2026-04-06,1,prdapp03,Database Log,36.92,165360.44
/db2/log,2026-04-06,1,prdapp03,Database Log,65.06,91593.11
/sapmnt,2026-04-06,2,prdapp01,Application Server,74.64,66479.72
/usr/sap/trans,2026-04-06,2,prdapp03,Application Server,32.2,355467.26
/db2/data,2026-04-06,2,prdapp02,Database Data,67.51,340682.34
/sapmnt,2026-04-06,2,prdapp03,Application Server,72.77,71381.81
/sapmnt,2026-04-06,2,prdapp03,Application Server,64.52,93008.69
/db2/data,2026-04-06,2,prdapp02,Database Data,34.63,685454.13
/sapmnt,2026-04-06,2,prdapp01,Application Server,48.67,134558.52
/db2/log,2026-04-06,3,prdapp02,Database Log,57.24,112092.77
/db2/log,2026-04-06,3,prdapp03,Database Log,55.94,115500.65
/usr/sap/trans,2026-04-06,3,prdapp02,Application Server,50.66,258683.7
/sapmnt,2026-04-06,3,prdapp03,Application Server,46.83,139381.96
/db2/data,2026-04-06,3,prdapp03,Database Data,65.35,363331.58
/db2/data,2026-04-06,3,prdapp03,Database Data,41.78,610480.95
/sapmnt,2026-04-06,4,prdapp02,Application Server,73.03,70700.24
/db2/data,2026-04-06,4,prdapp01,Database Data,51.52,508349.64
/sapmnt,2026-04-06,4,prdapp02,Application Server,45.9,141819.9
/usr/sap/trans,2026-04-06,4,prdapp01,Application Server,69.74,158649.55
/db2/log,2026-04-06,4,prdapp01,Database Log,70.78,76598.48
/usr/sap/trans,2026-04-06,4,prdapp03,Application Server,41.87,304768.61
/usr/sap/trans,2026-04-06,4,prdapp01,Application Server,71.75,148111.36
/sapmnt,2026-04-06,5,prdapp02,Application Server,68.85,81657.86
/db2/log,2026-04-06,5,prdapp02,Database Log,92.74,19031.65
/usr/sap/trans,2026-04-06,5,prdapp02,Application Server,70.04,157076.68
/usr/sap/trans,2026-04-06,5,prdapp03,Application Server,64.29,187223.24
/db2/data,2026-04-06,5,prdapp02,Database Data,43.89,588355.99
/usr/sap/trans,2026-04-06,5,prdapp01,Application Server,55.42,233727.59
/db2/data,2026-04-06,5,prdapp02,Database Data,42.98,597898.04
/db2/data,2026-04-06,6,prdapp01,Database Data,34.2,689963.01
/usr/sap/trans,2026-04-06,6,prdapp03,Application Server,33.66,347812.66
/db2/data,2026-04-06,6,prdapp01,Database Data,50.32,520932.56
/db2/data,2026-04-06,6,prdapp03,Database Data,60.77,411356.36
/db2/data,2026-04-06,6,prdapp02,Database Data,72.15,292028.42
/db2/log,2026-04-06,6,prdapp03,Database Log,58.03,110021.84
/db2/log,2026-04-06,6,prdapp02,Database Log,46.41,140482.97
/usr/sap/trans,2026-04-06,7,prdapp01,Application Server,41.3,307757.06
/sapmnt,2026-04-06,7,prdapp01,Application Server,39.25,159252.48
/sapmnt,2026-04-06,7,prdapp02,Application Server,69.2,80740.35
/usr/sap/trans,2026-04-06,7,prdapp01,Application Server,51.98,251763.1
/db2/log,2026-04-06,7,prdapp03,Database Log,59.13,107138.25
/db2/log,2026-04-06,7,prdapp01,Database Log,33.16,175217.05
/db2/data,2026-04-06,7,prdapp01,Database Data,57.07,450153.68
/sapmnt,2026-04-06,8,prdapp01,Application Server,54.06,120428.95
/db2/log,2026-04-06,8,prdapp03,Database Log,73.49,69494.37
/usr/sap/trans,2026-04-06,8,prdapp01,Application Server,58.5,217579.52
/sapmnt,2026-04-06,8,prdapp03,Application Server,43.35,148504.58
/sapmnt,2026-04-06,8,prdapp02,Application Server,59.98,104910.03
/db2/log,2026-04-06,8,prdapp01,Database Log,66.61,87529.88
/usr/sap/trans,2026-04-06,8,prdapp02,Application Server,34.94,341101.77
/db2/log,2026-04-06,9,prdapp03,Database Log,70.69,76834.41
/db2/data,2026-04-06,9,prdapp03,Database Data,60.31,416179.81
/db2/data,2026-04-06,9,prdapp02,Database Data,61.43,404435.76
/usr/sap/trans,2026-04-06,9,prdapp01,Application Server,48.09,272157.9
/sapmnt,2026-04-06,9,prdapp02,Application Server,48.15,135921.66
/db2/data,2026-04-06,9,prdapp01,Database Data,68.14,334076.31
/db2/data,2026-04-06,9,prdapp02,Database Data,35.15,680001.54
/sapmnt,2026-04-06,10,prdapp02,Application Server,70.37,77673.27
/db2/data,2026-04-06,10,prdapp01,Database Data,69.94,315201.95
/db2/log,2026-04-06,10,prdapp03,Database Log,37.74,163210.85
/db2/data,2026-04-06,10,prdapp02,Database Data,66.61,350119.53
/db2/log,2026-04-06,10,prdapp01,Database Log,43.73,147508.43
/sapmnt,2026-04-06,10,prdapp03,Application Server,73.5,69468.16
/usr/sap/trans,2026-04-06,10,prdapp02,Application Server,32.7,352845.82
/db2/data,2026-04-06,11,prdapp01,Database Data,47.69,548510.11
/db2/log,2026-04-06,11,prdapp03,Database Log,59.02,107426.61
/sapmnt,2026-04-06,11,prdapp01,Application Server,73.02,70726.45
/db2/data,2026-04-06,11,prdapp02,Database Data,45.02,576507.08
/db2/log,2026-04-06,11,prdapp03,Database Log,64.79,92300.9
/usr/sap/trans,2026-04-06,11,prdapp01,Application Server,37.29,328781.0
/db2/log,2026-04-06,11,prdapp03,Database Log,56.63,113691.85
/db2/log,2026-04-06,12,prdapp02,Database Log,67.43,85380.3
/db2/log,2026-04-06,12,prdapp01,Database Log,71.36,75078.04
/db2/data,2026-04-06,12,prdapp01,Database Data,64.07,376753.36
/sapmnt,2026-04-06,12,prdapp02,Application Server,71.85,73793.54
/db2/log,2026-04-06,12,prdapp02,Database Log,57.31,111909.27
/usr/sap/trans,2026-04-06,12,prdapp03,Application Server,71.19,151047.37
/usr/sap/trans,2026-04-06,12,prdapp01,Application Server,40.59,311479.5
/db2/log,2026-04-06,13,prdapp02,Database Log,63.14,96626.28
/usr/sap/trans,2026-04-06,13,prdapp03,Application Server,51.93,252025.24
/usr/sap/trans,2026-04-06,13,prdapp02,Application Server,32.19,355519.69
/db2/data,2026-04-06,13,prdapp03,Database Data,68.62,329043.15
/db2/data,2026-04-06,13,prdapp01,Database Data,37.35,656932.86
/sapmnt,2026-04-06,13,prdapp03,Application Server,65.16,91330.97
/sapmnt,2026-04-06,13,prdapp03,Application Server,70.43,77515.98
/usr/sap/trans,2026-04-06,14,prdapp02,Application Server,71.27,150627.94
/db2/data,2026-04-06,14,prdapp01,Database Data,45.46,571893.35
/db2/log,2026-04-06,14,prdapp01,Database Log,47.56,137468.31
/db2/data,2026-04-06,14,prdapp03,Database Data,32.27,710200.52
/db2/data,2026-04-06,14,prdapp02,Database Data,32.48,707998.52
/db2/data,2026-04-06,14,prdapp02,Database Data,64.51,372139.62
/sapmnt,2026-04-06,15,prdapp03,Application Server,59.17,107033.4
/sapmnt,2026-04-06,15,prdapp02,Application Server,46.34,140666.47
/sapmnt,2026-04-06,15,prdapp02,Application Server,46.95,139067.39
/sapmnt,2026-04-06,15,prdapp02,Application Server,40.7,155451.39
/usr/sap/trans,2026-04-06,15,prdapp03,Application Server,42.51,301413.17
/db2/data,2026-04-06,15,prdapp01,Database Data,59.67,422890.7
/sapmnt,2026-04-06,15,prdapp03,Application Server,52.33,124964.04
/sapmnt,2026-04-06,16,prdapp02,Application Server,55.16,117545.37
/db2/data,2026-04-06,16,prdapp01,Database Data,39.6,633339.9
/db2/data,2026-04-06,16,prdapp01,Database Data,63.17,386190.54
/db2/log,2026-04-06,16,prdapp02,Database Log,45.91,141793.69
/sapmnt,2026-04-06,16,prdapp03,Application Server,62.14,99247.72
/sapmnt,2026-04-06,16,prdapp02,Application Server,47.11,138647.96
/usr/sap/trans,2026-04-06,16,prdapp01,Application Server,65.66,180040.5
/sapmnt,2026-04-06,17,prdapp03,Application Server,55.84,115762.79
/sapmnt,2026-04-06,17,prdapp01,Application Server,50.44,129918.57
/db2/log,2026-04-06,17,prdapp03,Database Log,65.6,90177.54
/db2/data,2026-04-06,17,prdapp01,Database Data,73.27,280284.36
/sapmnt,2026-04-06,17,prdapp03,Application Server,74.16,67738.01
/db2/data,2026-04-06,17,prdapp01,Database Data,42.32,604818.64
/db2/log,2026-04-06,17,prdapp03,Database Log,66.03,89050.32
/db2/log,2026-04-06,18,prdapp01,Database Log,66.96,86612.38
/db2/data,2026-04-06,18,prdapp03,Database Data,62.18,396571.44
/sapmnt,2026-04-06,18,prdapp01,Application Server,66.19,88630.89
/sapmnt,2026-04-06,18,prdapp02,Application Server,49.97,131150.64
/usr/sap/trans,2026-04-06,18,prdapp01,Application Server,57.66,221983.54
/db2/log,2026-04-06,18,prdapp01,Database Log,36.63,166120.65
/db2/log,2026-04-06,18,prdapp01,Database Log,61.04,102131.3
/usr/sap/trans,2026-04-06,19,prdapp01,Application Server,63.52,191260.26
/usr/sap/trans,2026-04-06,19,prdapp03,Application Server,52.86,247149.36
/sapmnt,2026-04-06,19,prdapp01,Application Server,36.44,166618.73
/usr/sap/trans,2026-04-06,19,prdapp01,Application Server,60.08,209295.77
/sapmnt,2026-04-06,19,prdapp03,Application Server,38.38,161533.13
/usr/sap/trans,2026-04-06,19,prdapp02,Application Server,33.01,351220.53
/sapmnt,2026-04-06,19,prdapp02,Application Server,46.42,140456.76
/sapmnt,2026-04-06,20,prdapp01,Application Server,30.64,181823.08
/db2/data,2026-04-06,20,prdapp02,Database Data,31.64,716806.55
/db2/data,2026-04-06,20,prdapp03,Database Data,52.35,499646.46
/db2/log,2026-04-06,20,prdapp02,Database Log,47.1,138674.18
/usr/sap/trans,2026-04-06,20,prdapp01,Application Server,69.19,161533.13
/usr/sap/trans,2026-04-06,20,prdapp02,Application Server,33.51,348599.09
/db2/data,2026-04-06,20,prdapp02,Database Data,49.99,524392.86
/sapmnt,2026-04-06,21,prdapp01,Application Server,54.11,120297.88
/db2/data,2026-04-06,21,prdapp01,Database Data,50.0,524288.0
/usr/sap/trans,2026-04-06,21,prdapp01,Application Server,35.19,339791.05
/db2/log,2026-04-06,21,prdapp03,Database Log,70.04,78538.34
/db2/data,2026-04-06,21,prdapp03,Database Data,70.96,304506.47
/db2/data,2026-04-06,21,prdapp01,Database Data,61.93,399192.88
/db2/log,2026-04-06,21,prdapp03,Database Log,47.46,137730.46
/db2/log,2026-04-06,22,prdapp01,Database Log,60.53,103468.24
/db2/data,2026-04-06,22,prdapp02,Database Data,61.18,407057.2
/db2/data,2026-04-06,22,prdapp01,Database Data,46.09,565287.32
/usr/sap/trans,2026-04-06,22,prdapp01,Application Server,31.49,359189.71
/db2/data,2026-04-06,22,prdapp02,Database Data,70.6,308281.34
/db2/log,2026-04-06,22,prdapp02,Database Log,60.55,103415.81
/db2/data,2026-04-06,22,prdapp02,Database Data,69.9,315621.38
/sapmnt,2026-04-06,23,prdapp02,Application Server,63.68,95210.7
/db2/log,2026-04-06,23,prdapp02,Database Log,44.14,146433.64
/db2/log,2026-04-06,23,prdapp02,Database Log,44.67,145044.28
/usr/sap/trans,2026-04-06,23,prdapp01,Application Server,61.41,202322.74
/usr/sap/trans,2026-04-06,23,prdapp02,Application Server,53.91,241644.34
/db2/log,2026-04-06,23,prdapp02,Database Log,36.45,166592.51
/db2/data,2026-04-06,23,prdapp03,Database Data,65.5,361758.72
/sapmnt,2026-04-07,0,prdapp01,Application Server,46.81,139434.39
/usr/sap/trans,2026-04-07,0,prdapp02,Application Server,56.72,226911.85
/db2/data,2026-04-07,0,prdapp02,Database Data,61.93,399192.88
/sapmnt,2026-04-07,0,prdapp03,Application Server,70.27,77935.41
/db2/log,2026-04-07,0,prdapp03,Database Log,57.82,110572.34
/usr/sap/trans,2026-04-07,0,prdapp03,Application Server,35.11,340210.48
/db2/log,2026-04-07,1,prdapp01,Database Log,39.78,157863.12
/db2/data,2026-04-07,1,prdapp01,Database Data,36.41,666789.48
/sapmnt,2026-04-07,1,prdapp02,Application Server,35.39,169371.24
/db2/log,2026-04-07,1,prdapp02,Database Log,50.16,130652.57
/db2/log,2026-04-07,1,prdapp02,Database Log,45.55,142737.41
/db2/data,2026-04-07,1,prdapp02,Database Data,31.85,714604.54
/usr/sap/trans,2026-04-07,1,prdapp02,Application Server,46.82,278816.36
/db2/log,2026-04-07,2,prdapp02,Database Log,73.01,70752.67
/db2/data,2026-04-07,2,prdapp02,Database Data,61.07,408210.64
/db2/log,2026-04-07,2,prdapp03,Database Log,45.19,143681.13
/db2/data,2026-04-07,2,prdapp02,Database Data,41.43,614150.96
/sapmnt,2026-04-07,2,prdapp02,Application Server,39.38,158911.69
/usr/sap/trans,2026-04-07,2,prdapp02,Application Server,36.93,330668.44
/db2/data,2026-04-07,2,prdapp03,Database Data,43.55,591921.15
/sapmnt,2026-04-07,3,prdapp02,Application Server,53.71,121346.46
/sapmnt,2026-04-07,3,prdapp02,Application Server,57.38,111725.77
/db2/log,2026-04-07,3,prdapp02,Database Log,67.54,85091.94
/usr/sap/trans,2026-04-07,3,prdapp02,Application Server,52.11,251081.52
/db2/log,2026-04-07,3,prdapp03,Database Log,74.49,66872.93
/sapmnt,2026-04-07,3,prdapp01,Application Server,46.67,139801.4
/sapmnt,2026-04-07,3,prdapp02,Application Server,54.05,120455.17
/db2/data,2026-04-07,4,prdapp01,Database Data,44.96,577136.23
/db2/data,2026-04-07,4,prdapp02,Database Data,32.09,712087.96
/db2/log,2026-04-07,4,prdapp02,Database Log,62.45,98435.07
/usr/sap/trans,2026-04-07,4,prdapp02,Application Server,64.99,183553.23
/sapmnt,2026-04-07,4,prdapp01,Application Server,35.37,169423.67
/db2/data,2026-04-07,4,prdapp01,Database Data,63.97,377801.93
/db2/log,2026-04-07,4,prdapp02,Database Log,32.85,176029.7
/db2/data,2026-04-07,5,prdapp01,Database Data,54.97,472173.77
/usr/sap/trans,2026-04-07,5,prdapp02,Application Server,60.0,209715.2
/db2/log,2026-04-07,5,prdapp02,Database Log,64.67,92615.48
/db2/data,2026-04-07,5,prdapp01,Database Data,53.76,484861.54
/db2/data,2026-04-07,5,prdapp03,Database Data,39.56,633759.33
/usr/sap/trans,2026-04-07,5,prdapp02,Application Server,74.72,132540.01
/db2/log,2026-04-07,5,prdapp02,Database Log,42.02,151991.09
/sapmnt,2026-04-07,6,prdapp02,Application Server,71.52,74658.61
/db2/data,2026-04-07,6,prdapp01,Database Data,52.37,499436.75
/db2/data,2026-04-07,6,prdapp03,Database Data,57.08,450048.82
/sapmnt,2026-04-07,6,prdapp02,Application Server,58.0,110100.48
/db2/log,2026-04-07,6,prdapp02,Database Log,32.59,176711.27
/usr/sap/trans,2026-04-07,6,prdapp01,Application Server,53.26,245052.21
/sapmnt,2026-04-07,6,prdapp03,Application Server,59.49,106194.53
/db2/data,2026-04-07,7,prdapp01,Database Data,43.3,594542.59
/sapmnt,2026-04-07,7,prdapp03,Application Server,36.04,167667.3
/sapmnt,2026-04-07,7,prdapp02,Application Server,51.35,127533.06
/usr/sap/trans,2026-04-07,7,prdapp01,Application Server,32.94,351587.53
/db2/log,2026-04-07,7,prdapp03,Database Log,31.36,179935.64
/db2/data,2026-04-07,7,prdapp02,Database Data,41.96,608593.51
/db2/data,2026-04-07,7,prdapp03,Database Data,36.94,661232.03
/db2/data,2026-04-07,8,prdapp01,Database Data,66.96,346449.51
/usr/sap/trans,2026-04-07,8,prdapp02,Application Server,34.32,344352.36
/db2/data,2026-04-07,8,prdapp02,Database Data,66.11,355362.41
/db2/data,2026-04-07,8,prdapp01,Database Data,42.05,607649.79
/sapmnt,2026-04-07,8,prdapp02,Application Server,67.13,86166.73
/db2/data,2026-04-07,8,prdapp01,Database Data,39.16,637953.64
/db2/data,2026-04-07,8,prdapp01,Database Data,67.73,338375.48
/usr/sap/trans,2026-04-07,9,prdapp01,Application Server,46.64,279760.08
/db2/log,2026-04-07,9,prdapp02,Database Log,57.94,110257.77
/sapmnt,2026-04-07,9,prdapp01,Application Server,48.17,135869.24
/db2/log,2026-04-07,9,prdapp02,Database Log,41.39,153642.6
/usr/sap/trans,2026-04-07,9,prdapp02,Application Server,74.19,135318.73
/db2/log,2026-04-07,9,prdapp02,Database Log,64.25,93716.48
/db2/data,2026-04-07,9,prdapp01,Database Data,53.88,483603.25
/sapmnt,2026-04-07,10,prdapp03,Application Server,51.14,128083.56
/sapmnt,2026-04-07,10,prdapp03,Application Server,72.51,72063.39
/db2/data,2026-04-07,10,prdapp03,Database Data,42.58,602092.34
/usr/sap/trans,2026-04-07,10,prdapp02,Application Server,51.13,256219.55
