Date,Hour,5minLoadAverage[QL],User Utilization[%],System Utilization[%],Idle[%],Idle True[%],Number of CPUs
2026-04-01,15,1.21,7.28,-0.53,93.25,92.15,16
2026-04-01,15,2.27,14.71,-0.47,85.76,85.65,16
2026-04-01,16,5.49,16.21,12.77,71.02,70.71,16
2026-04-01,16,2.06,12.42,1.28,86.3,85.96,16
2026-04-01,16,2.3,7.26,5.61,87.13,86.61,16
2026-04-01,16,2.22,6.17,9.19,84.64,83.57,16
2026-04-01,16,3.95,12.49,14.82,72.69,72.03,16
2026-04-01,16,2.21,11.61,4.09,84.3,82.78,16
2026-04-01,16,1.69,11.86,-1.23,89.37,87.65,16
2026-04-01,17,1.57,13.22,-2.37,89.15,88.08,16
2026-04-01,17,2.73,7.75,12.75,79.5,78.78,16
2026-04-01,17,3.74,7.42,14.52,78.06,77.28,16
2026-04-01,17,1.42,15.97,-8.48,92.51,91.91,16
2026-04-01,17,1.65,3.51,7.21,89.28,88.77,16
2026-04-01,17,4.58,18.37,6.78,74.85,73.55,16
2026-04-01,18,3.65,3.54,15.89,80.57,80.46,16
2026-04-01,18,4.05,14.62,6.88,78.5,78.11,16
2026-04-01,18,2.46,17.41,-0.98,83.57,82.59,16
2026-04-01,18,2.3,10.82,5.39,83.79,82.82,16
2026-04-01,18,1.66,18.66,-9.63,90.97,89.2,16
2026-04-01,18,4.04,5.83,21.39,72.78,72.31,16
2026-04-01,18,3.22,7.67,11.59,80.74,79.7,16
2026-04-01,19,0.88,8.07,-1.99,93.92,93.65,16
2026-04-01,19,2.04,8.92,3.32,87.76,86.96,16
2026-04-01,19,3.46,5.7,14.02,80.28,79.0,16
2026-04-01,19,1.17,18.6,-12.14,93.54,93.15,16
2026-04-01,19,2.17,5.44,9.85,84.71,83.11,16
2026-04-01,19,5.19,10.12,17.14,72.74,71.83,16
2026-04-01,19,3.65,11.66,13.41,74.93,74.47,16
2026-04-01,20,2.19,18.71,-6.41,87.7,86.38,16
2026-04-01,20,4.48,14.88,10.53,74.59,73.5,16
2026-04-01,20,1.2,15.64,-8.72,93.08,93.01,16
2026-04-01,20,5.12,12.75,14.68,72.57,71.31,16
2026-04-01,20,2.76,19.83,-5.19,85.36,84.92,16
2026-04-01,20,3.24,7.56,9.85,82.59,81.05,16
2026-04-01,20,2.67,5.03,13.93,81.04,80.17,16
2026-04-01,21,1.68,6.37,6.43,87.2,86.53,16
2026-04-01,21,1.6,15.51,-5.36,89.85,88.31,16
2026-04-01,21,1.81,4.89,6.34,88.77,88.56,16
2026-04-01,21,2.69,12.5,3.16,84.34,83.61,16
2026-04-01,21,3.34,15.1,7.89,77.01,76.66,16
2026-04-01,21,1.19,15.13,-6.06,90.93,89.9,16
2026-04-01,21,2.81,8.66,8.52,82.82,82.66,16
2026-04-01,22,1.97,10.9,0.78,88.32,87.87,16
2026-04-01,22,4.63,4.03,20.66,75.31,74.78,16
2026-04-01,22,1.74,16.17,-5.5,89.33,88.96,16
2026-04-01,22,3.93,13.39,12.63,73.98,72.5,16
2026-04-01,22,3.63,11.56,12.16,76.28,75.7,16
2026-04-01,22,2.61,10.67,7.64,81.69,80.61,16
2026-04-01,22,2.51,11.79,5.19,83.02,82.04,16
2026-04-01,23,3.88,15.83,5.61,78.56,78.0,16
2026-04-01,23,2.53,19.75,-6.56,86.81,86.49,16
2026-04-01,23,3.5,11.3,13.7,75.0,74.83,16
2026-04-01,23,3.37,8.15,17.52,74.33,73.43,16
2026-04-01,23,4.52,8.27,19.31,72.42,71.89,16
2026-04-01,23,0.96,5.48,0.47,94.05,93.61,16
2026-04-01,23,4.38,9.06,17.43,73.51,72.73,16
2026-04-02,0,3.01,8.37,7.34,84.29,82.82,16
2026-04-02,0,2.52,7.37,9.96,82.67,82.37,16
2026-04-02,0,2.61,12.58,4.15,83.27,82.86,16
2026-04-02,0,1.36,19.35,-9.49,90.14,88.36,16
2026-04-02,0,1.3,3.61,4.25,92.14,91.12,16
2026-04-02,0,3.63,10.25,10.33,79.42,79.4,16
2026-04-02,0,4.67,13.68,12.52,73.8,73.79,16
2026-04-02,1,1.2,5.61,2.6,91.79,90.6,16
2026-04-02,1,3.49,17.25,1.22,81.53,81.2,16
2026-04-02,1,2.23,10.21,1.71,88.08,87.94,16
2026-04-02,1,4.4,17.98,5.51,76.51,76.38,16
2026-04-02,1,3.04,18.68,0.81,80.51,79.7,16
2026-04-02,1,4.73,17.03,11.77,71.2,69.84,16
2026-04-02,1,1.24,9.37,-2.24,92.87,92.78,16
2026-04-02,2,3.88,9.01,11.86,79.13,78.78,16
2026-04-02,2,1.2,5.2,2.79,92.01,91.92,16
2026-04-02,2,1.96,14.69,-2.21,87.52,86.74,16
2026-04-02,2,1.02,16.1,-10.48,94.38,93.39,16
2026-04-02,2,2.4,8.96,3.82,87.22,87.14,16
2026-04-02,2,2.42,14.7,-0.76,86.06,85.4,16
2026-04-02,2,2.98,4.37,13.82,81.81,81.52,16
2026-04-02,3,1.33,11.58,-1.62,90.04,89.89,16
2026-04-02,3,3.02,11.98,4.27,83.75,83.4,16
2026-04-02,3,3.85,10.93,15.59,73.48,72.9,16
2026-04-02,3,2.76,12.78,4.63,82.59,81.7,16
2026-04-02,3,2.98,17.09,4.29,78.62,77.68,16
2026-04-02,3,3.95,17.08,10.27,72.65,72.58,16
2026-04-02,4,3.14,16.41,1.41,82.18,81.83,16
2026-04-02,4,4.65,18.23,10.66,71.11,70.62,16
2026-04-02,4,1.84,3.94,5.97,90.09,88.36,16
2026-04-02,4,1.33,18.87,-11.91,93.04,92.83,16
2026-04-02,4,1.48,8.14,-0.04,91.9,91.76,16
2026-04-02,4,2.4,16.43,-1.16,84.73,83.13,16
2026-04-02,4,3.63,16.53,6.13,77.34,76.13,16
2026-04-02,5,2.7,5.34,13.51,81.15,80.58,16
2026-04-02,5,2.29,11.02,0.89,88.09,87.91,16
2026-04-02,5,0.87,3.31,2.4,94.29,93.15,16
2026-04-02,5,2.74,18.41,1.42,80.17,79.7,16
2026-04-02,5,2.67,13.0,1.39,85.61,84.59,16
2026-04-02,5,3.9,4.6,15.71,79.69,78.18,16
2026-04-02,5,3.66,7.28,15.49,77.23,77.03,16
2026-04-02,6,2.91,5.5,12.02,82.48,81.21,16
2026-04-02,6,2.68,11.54,8.61,79.85,78.46,16
2026-04-02,6,4.77,9.64,19.91,70.45,69.21,16
2026-04-02,6,3.81,4.17,17.58,78.25,77.26,16
2026-04-02,6,1.1,10.28,-3.43,93.15,91.63,16
2026-04-02,6,1.26,11.92,-4.09,92.17,90.85,16
2026-04-02,6,2.15,8.05,4.45,87.5,87.33,16
2026-04-02,7,1.04,11.47,-3.81,92.34,91.62,16
2026-04-02,7,3.38,16.4,8.19,75.41,74.76,16
2026-04-02,7,1.94,5.68,5.28,89.04,88.25,16
2026-04-02,7,2.16,17.32,-2.79,85.47,84.96,16
2026-04-02,7,3.63,12.01,15.67,72.32,71.17,16
2026-04-02,7,1.24,7.78,-0.85,93.07,91.74,16
2026-04-02,7,3.03,8.49,13.12,78.39,77.29,16
2026-04-02,8,4.33,6.42,16.21,77.37,76.0,16
2026-04-02,8,2.65,3.58,10.93,85.49,85.17,16
2026-04-02,8,1.61,13.44,-1.56,88.12,86.89,16
2026-04-02,8,1.76,10.99,2.15,86.86,85.14,16
2026-04-02,8,1.52,12.6,-3.06,90.46,89.48,16
2026-04-02,8,2.71,9.51,11.58,78.91,77.65,16
2026-04-02,8,4.42,8.33,14.77,76.9,76.56,16
2026-04-02,9,3.93,5.37,16.08,78.55,77.93,16
2026-04-02,9,4.5,6.53,17.71,75.76,74.57,16
2026-04-02,9,1.24,17.86,-9.08,91.22,90.65,16
2026-04-02,9,4.17,12.68,13.64,73.68,72.67,16
2026-04-02,9,1.16,5.7,0.54,93.76,92.19,16
2026-04-02,9,3.74,14.04,8.1,77.86,76.42,16
2026-04-02,9,3.14,18.72,5.23,76.05,75.44,16
2026-04-02,10,2.7,19.85,-4.34,84.49,84.11,16
2026-04-02,10,3.24,8.3,8.93,82.77,81.5,16
2026-04-02,10,4.98,3.29,23.35,73.36,72.6,16
2026-04-02,10,3.53,16.34,4.79,78.87,78.09,16
2026-04-02,10,3.91,7.42,22.03,70.55,69.75,16
2026-04-02,10,0.8,12.43,-7.18,94.75,93.79,16
2026-04-02,10,2.49,10.28,7.23,82.49,82.18,16
2026-04-02,11,2.35,7.47,10.27,82.26,81.62,16
2026-04-02,11,3.68,13.71,8.02,78.27,78.14,16
2026-04-02,11,4.01,8.01,19.2,72.79,72.66,16
2026-04-02,11,2.33,3.44,14.45,82.11,80.94,16
2026-04-02,11,1.72,16.33,-4.82,88.49,87.94,16
2026-04-02,11,3.33,15.94,7.23,76.83,75.31,16
2026-04-02,11,3.43,19.94,1.81,78.25,77.68,16
2026-04-02,12,4.49,3.3,26.43,70.27,69.41,16
2026-04-02,12,5.13,4.68,23.87,71.45,71.12,16
2026-04-02,12,0.89,9.18,-3.51,94.33,93.61,16
2026-04-02,12,2.83,11.21,4.89,83.9,82.38,16
2026-04-02,12,4.73,11.92,17.93,70.15,69.61,16
2026-04-02,12,3.25,4.27,14.69,81.04,80.48,16
2026-04-02,12,5.1,7.94,19.12,72.94,72.56,16
2026-04-02,13,1.62,6.65,4.65,88.7,87.67,16
2026-04-02,13,2.0,11.83,2.15,86.02,85.21,16
2026-04-02,13,1.16,19.44,-10.55,91.11,90.81,16
2026-04-02,13,3.04,17.45,1.17,81.38,81.13,16
2026-04-02,13,3.37,16.08,3.54,80.38,80.03,16
2026-04-02,13,1.95,15.42,-3.18,87.76,87.63,16
2026-04-02,13,4.35,12.21,15.39,72.4,71.93,16
2026-04-02,14,4.35,6.29,19.03,74.68,74.34,16
2026-04-02,14,3.89,17.11,4.37,78.52,78.4,16
2026-04-02,14,3.63,9.45,10.38,80.17,79.61,16
2026-04-02,14,3.04,6.34,17.36,76.3,75.91,16
2026-04-02,14,1.62,18.84,-7.15,88.31,87.64,16
2026-04-02,14,3.36,3.37,16.44,80.19,79.23,16
2026-04-02,15,2.75,11.52,6.28,82.2,81.57,16
2026-04-02,15,4.86,15.13,12.75,72.12,71.58,16
2026-04-02,15,5.06,14.92,14.36,70.72,70.52,16
2026-04-02,15,4.11,15.27,10.29,74.44,73.55,16
2026-04-02,15,5.49,15.88,14.01,70.11,69.32,16
2026-04-02,15,1.52,16.02,-4.44,88.42,88.13,16
2026-04-02,15,3.91,18.13,10.01,71.86,70.58,16
2026-04-02,16,3.32,11.95,7.28,80.77,80.19,16
2026-04-02,16,3.21,19.27,-0.31,81.04,79.7,16
2026-04-02,16,4.08,10.21,11.17,78.62,77.88,16
2026-04-02,16,2.88,3.29,13.43,83.28,81.83,16
2026-04-02,16,3.43,10.24,16.05,73.71,72.72,16
2026-04-02,16,1.97,4.82,9.3,85.88,85.09,16
2026-04-02,16,1.2,11.16,-3.71,92.55,92.4,16
2026-04-02,17,1.23,14.18,-7.64,93.46,93.33,16
2026-04-02,17,4.07,4.48,23.61,71.91,70.68,16
2026-04-02,17,4.51,14.6,10.43,74.97,74.63,16
2026-04-02,17,2.8,17.01,4.24,78.75,77.38,16
2026-04-02,17,4.07,7.64,21.57,70.79,70.51,16
2026-04-02,17,1.1,14.97,-6.56,91.59,91.09,16
2026-04-02,17,1.23,13.33,-6.29,92.96,91.25,16
2026-04-02,18,4.11,11.68,15.4,72.92,72.2,16
2026-04-02,18,4.96,4.07,22.85,73.08,73.04,16
2026-04-02,18,0.95,14.29,-7.85,93.56,92.29,16
2026-04-02,18,3.41,17.51,8.35,74.14,72.9,16
2026-04-02,18,4.42,18.39,9.71,71.9,71.87,16
2026-04-02,18,1.52,19.81,-8.94,89.13,87.94,16
2026-04-02,18,3.03,12.62,5.69,81.69,80.12,16
2026-04-02,19,3.2,13.48,10.36,76.16,74.65,16
2026-04-02,19,2.83,18.49,-3.62,85.13,83.84,16
2026-04-02,19,2.21,9.29,5.7,85.01,83.36,16
2026-04-02,19,4.53,11.53,12.07,76.4,75.95,16
2026-04-02,19,1.35,9.96,0.35,89.69,88.47,16
2026-04-02,19,3.46,19.48,1.79,78.73,77.51,16
2026-04-02,19,3.32,4.11,19.9,75.99,75.88,16
2026-04-02,20,3.02,10.09,11.52,78.39,77.18,16
2026-04-02,20,1.21,19.67,-12.76,93.09,92.11,16
2026-04-02,20,3.98,14.61,6.54,78.85,78.48,16
2026-04-02,20,2.42,8.74,4.75,86.51,85.31,16
2026-04-02,20,1.75,4.19,6.84,88.97,88.22,16
2026-04-02,20,4.26,6.25,18.92,74.83,74.43,16
2026-04-02,20,1.14,3.6,3.15,93.25,91.89,16
2026-04-02,21,2.28,18.97,-4.75,85.78,84.7,16
2026-04-02,21,4.46,8.95,19.22,71.83,71.18,16
2026-04-02,21,2.75,17.34,0.89,81.77,80.17,16
2026-04-02,21,3.7,18.46,0.88,80.66,80.49,16
2026-04-02,21,2.82,16.8,1.65,81.55,80.01,16
2026-04-02,21,0.83,16.23,-9.87,93.64,92.3,16
2026-04-02,21,4.43,14.97,14.51,70.52,69.4,16
2026-04-02,22,2.11,17.61,-1.66,84.05,83.26,16
2026-04-02,22,1.86,12.12,2.32,85.56,85.49,16
2026-04-02,22,2.8,17.49,0.84,81.67,81.45,16
2026-04-02,22,3.58,13.28,13.81,72.91,72.74,16
2026-04-02,22,2.53,15.14,1.84,83.02,81.77,16
2026-04-02,22,3.83,19.4,9.08,71.52,70.72,16
2026-04-02,22,3.26,15.97,6.55,77.48,76.4,16
2026-04-02,23,2.75,9.8,9.93,80.27,79.63,16
2026-04-02,23,1.77,8.84,1.87,89.29,88.57,16
2026-04-02,23,2.04,17.02,-4.43,87.41,85.85,16
2026-04-02,23,1.27,18.54,-11.62,93.08,91.57,16
2026-04-02,23,2.08,8.42,5.46,86.12,86.03,16
2026-04-02,23,3.52,17.47,8.02,74.51,74.12,16
2026-04-02,23,2.59,10.72,7.75,81.53,81.52,16
2026-04-03,0,2.57,17.06,-0.39,83.33,82.67,16
2026-04-03,0,1.0,3.99,3.08,92.93,91.8,16
2026-04-03,0,4.83,19.78,7.31,72.91,72.65,16
2026-04-03,0,2.71,4.15,10.21,85.64,84.79,16
2026-04-03,0,3.16,10.84,7.37,81.79,81.14,16
2026-04-03,0,2.0,12.72,1.25,86.03,85.31,16
2026-04-03,0,2.47,10.66,4.98,84.36,84.23,16
2026-04-03,1,1.7,3.83,5.69,90.48,89.67,16
2026-04-03,1,2.08,10.05,4.8,85.15,83.46,16
2026-04-03,1,3.35,16.1,5.62,78.28,77.63,16
2026-04-03,1,3.81,8.68,11.72,79.6,78.64,16
2026-04-03,1,5.37,3.45,26.5,70.05,69.37,16
2026-04-03,1,3.51,9.28,16.16,74.56,73.61,16
2026-04-03,2,2.44,13.15,4.21,82.64,82.26,16
2026-04-03,2,1.81,10.51,3.53,85.96,84.69,16
2026-04-03,2,1.15,5.95,1.96,92.09,91.32,16
2026-04-03,2,3.63,16.2,10.78,73.02,72.97,16
2026-04-03,2,3.09,19.07,-0.26,81.19,79.79,16
2026-04-03,2,2.45,12.66,6.33,81.01,79.76,16
2026-04-03,2,0.98,6.31,1.17,92.52,92.17,16
2026-04-03,3,2.39,5.11,8.01,86.88,85.42,16
2026-04-03,3,0.88,3.33,2.1,94.57,93.21,16
2026-04-03,3,1.53,5.9,5.58,88.52,87.31,16
2026-04-03,3,1.83,15.82,-5.33,89.51,89.46,16
2026-04-03,3,1.84,5.04,7.22,87.74,87.46,16
2026-04-03,3,2.76,16.96,3.58,79.46,77.95,16
2026-04-03,3,0.93,3.53,2.32,94.15,93.6,16
2026-04-03,4,2.51,11.68,4.45,83.87,82.56,16
2026-04-03,4,3.62,5.43,20.95,73.62,72.23,16
2026-04-03,4,0.99,18.48,-12.97,94.49,94.3,16
2026-04-03,4,3.39,3.82,16.07,80.11,79.88,16
2026-04-03,4,1.97,11.02,1.99,86.99,85.99,16
2026-04-03,4,1.7,10.86,-1.13,90.27,89.03,16
2026-04-03,4,2.72,16.35,1.01,82.64,82.45,16
2026-04-03,5,3.46,10.42,10.4,79.18,78.87,16
2026-04-03,5,3.74,16.4,7.48,76.12,75.12,16
2026-04-03,5,2.08,7.44,4.62,87.94,87.43,16
2026-04-03,5,1.31,5.03,3.68,91.29,90.67,16
2026-04-03,5,4.46,19.94,7.31,72.75,72.57,16
2026-04-03,5,1.4,4.33,5.51,90.16,89.28,16
2026-04-03,5,1.47,13.52,-4.66,91.14,89.45,16
2026-04-03,6,3.39,10.23,14.84,74.93,74.59,16
2026-04-03,6,0.72,19.61,-14.23,94.62,93.41,16
2026-04-03,6,1.87,16.94,-6.5,89.56,89.36,16
2026-04-03,6,1.55,10.16,-1.01,90.85,90.81,16
2026-04-03,6,3.22,9.04,9.69,81.27,79.86,16
2026-04-03,6,1.08,7.52,0.18,92.3,91.09,16
2026-04-03,6,3.74,19.26,7.82,72.92,72.44,16
2026-04-03,7,1.62,19.16,-10.08,90.92,89.86,16
2026-04-03,7,0.9,14.24,-8.15,93.91,92.54,16
2026-04-03,7,3.46,11.8,11.34,76.86,75.6,16
2026-04-03,7,0.74,13.1,-7.52,94.42,93.12,16
2026-04-03,7,3.12,11.3,5.92,82.78,81.87,16
2026-04-03,7,3.4,8.33,12.22,79.45,78.94,16
2026-04-03,7,1.45,11.63,-2.7,91.07,90.76,16
2026-04-03,8,1.73,4.04,6.94,89.02,87.6,16
2026-04-03,8,1.75,14.64,-2.9,88.26,87.47,16
2026-04-03,8,3.1,4.79,17.96,77.25,76.39,16
2026-04-03,8,3.37,6.04,14.12,79.84,79.19,16
2026-04-03,8,2.16,12.73,1.07,86.2,84.71,16
2026-04-03,8,4.1,14.55,13.2,72.25,71.69,16
2026-04-03,8,2.18,14.58,2.05,83.37,82.49,16
2026-04-03,9,4.57,13.62,10.83,75.55,74.07,16
2026-04-03,9,3.63,4.35,22.36,73.29,72.36,16
2026-04-03,9,3.03,12.26,9.89,77.85,77.06,16
2026-04-03,9,2.74,17.73,2.51,79.76,78.38,16
2026-04-03,9,5.41,9.96,19.81,70.23,69.57,16
2026-04-03,9,1.28,10.1,-2.21,92.11,90.93,16
2026-04-03,9,5.49,15.14,14.05,70.81,69.65,16
2026-04-03,10,4.05,17.03,10.87,72.1,70.75,16
2026-04-03,10,1.0,8.09,-1.62,93.53,92.02,16
2026-04-03,10,0.77,4.34,1.26,94.4,92.81,16
2026-04-03,10,2.5,10.58,4.22,85.2,84.74,16
2026-04-03,10,4.12,11.06,11.42,77.52,76.47,16
2026-04-03,10,1.65,5.06,6.38,88.56,87.97,16
2026-04-03,10,0.92,19.63,-12.72,93.09,91.35,16
2026-04-03,11,2.77,18.6,-3.17,84.57,83.52,16
2026-04-03,11,1.47,5.87,2.35,91.78,91.57,16
2026-04-03,11,3.62,11.26,14.74,74.0,73.19,16
2026-04-03,11,1.89,19.2,-8.56,89.36,88.46,16
2026-04-03,11,2.51,9.22,4.7,86.08,84.73,16
2026-04-03,11,2.15,10.02,2.19,87.79,86.37,16
2026-04-03,12,2.09,7.9,7.34,84.76,84.45,16
2026-04-03,12,2.35,11.18,4.81,84.01,83.05,16
2026-04-03,12,3.42,8.64,16.67,74.69,74.63,16
2026-04-03,12,1.03,19.19,-12.39,93.2,93.03,16
2026-04-03,12,2.51,12.18,3.68,84.14,84.04,16
2026-04-03,12,0.69,3.72,1.5,94.78,94.19,16
2026-04-03,12,1.88,4.58,7.14,88.28,88.1,16
2026-04-03,13,3.4,12.96,4.89,82.15,81.14,16
2026-04-03,13,1.73,6.15,3.02,90.83,89.51,16
2026-04-03,13,3.52,18.98,6.32,74.7,73.77,16
2026-04-03,13,2.92,8.27,9.4,82.33,82.17,16
2026-04-03,13,2.58,8.48,5.07,86.45,85.36,16
2026-04-03,13,1.66,10.98,1.27,87.75,87.73,16
2026-04-03,13,3.84,19.65,9.11,71.24,70.44,16
2026-04-03,14,2.64,9.47,6.64,83.89,83.11,16
2026-04-03,14,3.68,13.79,9.46,76.75,75.59,16
2026-04-03,14,2.68,19.45,-0.4,80.95,80.45,16
2026-04-03,14,1.07,12.12,-5.63,93.51,92.7,16
2026-04-03,14,2.67,8.79,7.44,83.77,83.27,16
2026-04-03,14,3.46,19.0,1.94,79.06,78.32,16
2026-04-03,14,2.01,11.72,2.09,86.19,85.7,16
2026-04-03,15,1.27,18.07,-8.72,90.65,90.07,16
2026-04-03,15,1.45,17.3,-8.98,91.68,90.8,16
2026-04-03,15,2.69,3.31,16.66,80.03,78.5,16
2026-04-03,15,3.1,16.49,2.95,80.56,79.29,16
2026-04-03,15,2.47,14.75,2.47,82.78,81.17,16
2026-04-03,15,1.16,10.47,-1.71,91.24,91.11,16
2026-04-03,15,2.74,5.33,15.37,79.3,78.6,16
2026-04-03,16,3.48,7.79,16.01,76.2,74.75,16
2026-04-03,16,2.24,19.79,-2.47,82.68,81.57,16
2026-04-03,16,4.02,5.9,21.3,72.8,71.85,16
2026-04-03,16,1.9,10.72,1.82,87.46,85.72,16
2026-04-03,16,3.7,8.53,14.15,77.32,76.8,16
2026-04-03,16,3.63,11.02,11.77,77.21,75.9,16
2026-04-03,16,3.95,9.13,18.98,71.89,71.59,16
2026-04-03,17,1.37,18.75,-10.71,91.96,91.03,16
2026-04-03,17,4.47,13.1,10.93,75.97,75.34,16
2026-04-03,17,1.75,5.1,4.31,90.59,89.69,16
2026-04-03,17,2.31,7.73,5.87,86.4,86.33,16
2026-04-03,17,5.09,7.28,21.59,71.13,70.82,16
2026-04-03,17,2.93,15.36,4.97,79.67,78.93,16
2026-04-03,17,3.37,11.27,14.55,74.18,73.03,16
2026-04-03,18,1.87,8.43,3.4,88.17,87.91,16
2026-04-03,18,3.88,18.39,8.15,73.46,72.4,16
2026-04-03,18,2.79,5.67,12.3,82.03,81.8,16
2026-04-03,18,1.13,17.69,-11.0,93.31,91.72,16
2026-04-03,18,3.73,5.7,18.82,75.48,75.1,16
2026-04-03,18,1.49,14.43,-3.76,89.33,89.19,16
2026-04-03,18,4.2,9.38,16.87,73.75,72.93,16
2026-04-03,19,1.1,9.02,-1.26,92.24,92.24,16
2026-04-03,19,2.04,4.22,8.74,87.04,86.47,16
2026-04-03,19,5.4,11.62,17.75,70.63,70.37,16
2026-04-03,19,4.86,15.78,12.13,72.09,71.79,16
2026-04-03,19,2.73,5.44,10.2,84.36,84.35,16
2026-04-03,19,1.54,4.86,3.56,91.58,90.01,16
2026-04-03,19,2.5,9.06,5.95,84.99,84.96,16
2026-04-03,20,2.96,14.83,5.91,79.26,77.89,16
2026-04-03,20,5.18,13.01,16.21,70.78,70.24,16
2026-04-03,20,2.6,3.45,11.1,85.45,83.8,16
2026-04-03,20,4.15,10.53,15.06,74.41,73.26,16
2026-04-03,20,1.34,8.94,0.3,90.76,89.45,16
2026-04-03,20,1.71,7.65,3.97,88.38,87.16,16
2026-04-03,20,1.94,13.98,-3.61,89.63,88.91,16
2026-04-03,21,3.18,6.2,11.57,82.23,81.29,16
2026-04-03,21,3.51,12.06,12.84,75.1,74.8,16
2026-04-03,21,2.22,14.72,-1.56,86.84,85.75,16
2026-04-03,21,1.31,11.37,-2.61,91.24,91.0,16
2026-04-03,21,3.22,19.63,4.57,75.8,75.18,16
2026-04-03,21,1.13,8.61,-0.23,91.62,91.57,16
2026-04-03,21,1.3,8.89,-0.39,91.5,90.44,16
2026-04-03,22,2.08,18.48,-7.04,88.56,87.46,16
2026-04-03,22,4.62,16.96,12.17,70.87,70.13,16
2026-04-03,22,2.98,14.09,6.87,79.04,78.48,16
2026-04-03,22,3.72,6.95,17.3,75.75,75.6,16
2026-04-03,22,1.38,9.32,1.37,89.31,88.69,16
2026-04-03,22,4.39,8.19,16.66,75.15,74.79,16
2026-04-03,23,3.82,15.39,13.23,71.38,71.0,16
2026-04-03,23,1.04,16.97,-9.35,92.38,91.35,16
2026-04-03,23,0.86,5.18,1.45,93.37,92.69,16
2026-04-03,23,0.91,19.38,-13.79,94.41,93.38,16
2026-04-03,23,4.87,10.31,15.32,74.37,73.07,16
2026-04-03,23,1.14,9.7,-3.74,94.04,92.91,16
2026-04-03,23,0.82,13.92,-8.65,94.73,94.15,16
2026-04-04,0,5.7,13.62,16.36,70.02,69.29,16
2026-04-04,0,1.76,12.18,-2.35,90.17,89.35,16
2026-04-04,0,1.09,11.66,-4.72,93.06,92.59,16
2026-04-04,0,0.85,4.68,1.47,93.85,93.03,16
2026-04-04,0,2.1,16.28,-0.51,84.23,83.1,16
2026-04-04,0,0.85,18.91,-13.16,94.25,92.61,16
2026-04-04,0,1.77,6.23,7.53,86.24,85.42,16
2026-04-04,1,2.21,10.54,5.25,84.21,82.77,16
2026-04-04,1,2.33,7.93,6.63,85.44,84.4,16
2026-04-04,1,2.64,14.23,5.86,79.91,79.71,16
2026-04-04,1,1.21,15.34,-8.49,93.15,92.86,16
2026-04-04,1,1.24,16.27,-7.46,91.19,90.89,16
2026-04-04,1,4.37,9.66,14.41,75.93,75.46,16
2026-04-04,1,2.25,14.24,0.53,85.23,84.93,16
2026-04-04,2,2.96,4.88,17.39,77.73,77.24,16
2026-04-04,2,4.78,7.99,19.68,72.33,71.97,16
2026-04-04,2,1.98,10.02,3.26,86.72,85.42,16
2026-04-04,2,1.24,10.06,-1.93,91.87,90.39,16
2026-04-04,2,1.1,5.57,1.06,93.37,92.38,16
2026-04-04,2,3.68,7.79,20.92,71.29,69.89,16
2026-04-04,2,4.58,15.63,9.69,74.68,73.81,16
2026-04-04,3,3.27,8.2,9.2,82.6,82.37,16
2026-04-04,3,4.83,6.42,18.84,74.74,74.09,16
2026-04-04,3,2.62,17.98,-3.47,85.49,84.2,16
2026-04-04,3,0.99,11.8,-5.97,94.17,92.69,16
2026-04-04,3,2.59,5.74,9.25,85.01,83.48,16
2026-04-04,3,3.56,7.63,14.59,77.78,77.59,16
2026-04-04,3,1.25,15.54,-6.37,90.83,89.28,16
2026-04-04,4,4.89,14.28,14.89,70.83,69.53,16
2026-04-04,4,2.97,17.29,0.41,82.3,81.88,16
2026-04-04,4,0.86,5.91,0.39,93.7,93.16,16
2026-04-04,4,2.15,3.67,7.66,88.67,88.03,16
2026-04-04,4,1.45,10.05,1.02,88.93,87.16,16
2026-04-04,4,1.86,11.75,-0.39,88.64,87.74,16
2026-04-04,4,1.8,14.46,-1.37,86.91,85.66,16
2026-04-04,5,4.59,17.54,11.62,70.84,70.04,16
2026-04-04,5,2.38,10.25,2.93,86.82,86.55,16
2026-04-04,5,4.06,13.26,14.18,72.56,71.16,16
2026-04-04,5,4.64,17.59,7.38,75.03,74.43,16
2026-04-04,5,2.16,18.55,-4.36,85.81,84.33,16
2026-04-04,5,1.65,11.04,0.37,88.59,87.24,16
2026-04-04,5,1.45,6.04,2.39,91.57,91.16,16
2026-04-04,6,4.17,16.79,12.89,70.32,70.24,16
2026-04-04,6,1.8,10.79,-1.28,90.49,90.45,16
2026-04-04,6,5.23,18.42,10.59,70.99,70.51,16
2026-04-04,6,1.31,4.41,2.58,93.01,92.11,16
2026-04-04,6,1.85,19.67,-9.16,89.49,89.39,16
2026-04-04,6,1.45,10.06,-1.98,91.92,90.48,16
2026-04-04,6,4.46,15.15,13.01,71.84,70.52,16
2026-04-04,7,1.99,9.52,1.84,88.64,88.33,16
2026-04-04,7,1.24,5.76,1.08,93.16,91.67,16
2026-04-04,7,2.2,12.27,1.29,86.44,85.54,16
2026-04-04,7,2.59,10.55,9.38,80.07,79.43,16
2026-04-04,7,1.54,13.45,-4.01,90.56,90.18,16
2026-04-04,7,4.88,17.0,12.85,70.15,69.55,16
2026-04-04,7,5.12,6.55,20.29,73.16,73.14,16
2026-04-04,8,2.5,17.55,-4.49,86.94,86.69,16
2026-04-04,8,3.07,7.65,9.11,83.24,81.8,16
